sampleID,geneID,pValue,padjust,zScore,l2fc,rawcounts,normcounts,meanCorrected,theta,aberrant,AberrantBySample,AberrantByGene,padj_rank,sample_name,TIN_mean,link_bam,chr,start,end,gene
S2_dekker_et_al,chr1_24069855_24088549_ELOA,0.164935369075482,1,1.35,0.09,5397,4718.84,4433.36,526.85,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,24069855,24088549,ELOA
S10_dekker_et_al,chr1_24286317_24289952_PNRC2,0.0322767336280313,1,-2.18,-0.22,3795,4257.46,4966.52,218.33,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,24286317,24289952,PNRC2
S10_dekker_et_al,chr1_24382530_24438625_MYOM3,0.0990023342922164,1,1.51,0.83,130,181.25,101.01,5.99,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,24382530,24438625,MYOM3
S14_dekker_et_al,chr1_26158403_26185949_AUNIP,0.207120558870575,1,1.21,0.09,1399,1367.43,1283.67,544.31,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,26158403,26185949,AUNIP
S18_dekker_et_al,chr1_26551810_26556331_ZPLD2P,0.172999237240208,1,-2,-2.17,0,0,3.6,3.65,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,26551810,26556331,ZPLD2P
S18_dekker_et_al,chr1_26856251_26901516_RPS6KA1,0.284394291788412,1,-0.9,-0.34,281,120.21,152.61,26.98,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,26856251,26901516,RPS6KA1
S8_dekker_et_al,chr1_27202622_27216774_GPN2,0.637017224501676,1,0.47,0.03,1612,1632.22,1594.12,514.86,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,27202622,27216774,GPN2
S10_dekker_et_al,chr1_27681674_27693452_MAP3K6,0.363181366102014,1,0.89,0.13,2252,2803.56,2561.04,95.36,FALSE,0,1,9422,S10_dekker_et_al,74.06,,chr1,27681674,27693452,MAP3K6
S16_dekker_et_al,chr1_27719125_27722318_GPR3,0.636075419888051,1,-0.39,-0.15,157,91.65,101.95,31.91,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,27719125,27722318,GPR3
S18_dekker_et_al,chr1_27730733_27816678_WASF2,0.157984508819487,1,1.41,0.09,17236,15794.81,14870.96,552.44,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,27730733,27816678,WASF2
S4_dekker_et_al,chr1_28099729_28150954_STX12,0.172623323455156,1,1.34,0.14,5811,5014.5,4541.92,182.64,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,28099729,28150954,STX12
S18_dekker_et_al,chr1_28562601_28564616_ATP5IF1,0.0514486809925353,1,1.94,0.18,1314,1637.09,1443.49,282.33,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,28562601,28564616,ATP5IF1
S12_dekker_et_al,chr1_28696250_28826876_PHACTR4,0.364682701304726,1,0.88,0.08,3249,2069.6,1956.43,266.18,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,28696250,28826876,PHACTR4
S18_dekker_et_al,chr1_28835069_28835274_SNORA73B,0.827071467258768,1,-0.18,-0.11,74,66.78,71.9,24.16,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,28835069,28835274,SNORA73B
S10_dekker_et_al,chr1_28906275_28906405_SNORA61,0.338585174412584,1,0.55,0.26,143,114.86,95.77,30.32,FALSE,0,1,9422,S10_dekker_et_al,74.06,,chr1,28906275,28906405,SNORA61
S4_dekker_et_al,chr1_28906892_28907024_SNORA44,0.931066717303103,1,-0.05,-0.05,69,49.33,51,48.5,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,28906892,28907024,SNORA44
S6_dekker_et_al,chr1_29213602_29446558_EPB41,0.399526184424639,1,0.84,0.15,1091,891.42,802.9,60.59,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,29213602,29446558,EPB41
S2_dekker_et_al,chr1_29519168_29557446_MECR,0.694506710638575,1,-0.38,-0.04,1142,1193.37,1228.86,253.23,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,29519168,29557446,MECR
S18_dekker_et_al,chr1_32697260_32707311_MTMR9LP,0.47874219317283,1,0.72,0.19,378,643.86,565.79,26.15,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,32697260,32707311,MTMR9LP
S12_dekker_et_al,chr1_32830233_32860042_BSDC1,0.171348094042506,1,-1.32,-0.07,4099,4455.84,4690.32,866.45,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,32830233,32860042,BSDC1
S10_dekker_et_al,chr1_33722092_33766320_ZNF362,0.242482567345292,1,1.12,0.11,2426,1684.95,1564.5,264.53,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,33722092,33766320,ZNF362
S8_dekker_et_al,chr1_33789223_33841194_PHC2,0.00409583122782608,1,-2.89,-0.25,5672,4167.7,4966.3,300.61,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,33789223,33841194,PHC2
S18_dekker_et_al,chr1_33938245_33962107_ZSCAN20,0.278108158506405,1,-1.13,-0.16,275,269.86,301.41,170.24,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,33938245,33962107,ZSCAN20
S2_dekker_et_al,chr1_35246814_35251965_GJB3,0.746385222978607,1,-0.83,-1.15,0,0,4.21,2.39,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,35246814,35251965,GJB3
S2_dekker_et_al,chr1_35734309_35887659_ZMYM4,0.782765426290305,1,0.28,0.01,5497,4134.45,4093.3,809.96,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,35734309,35887659,ZMYM4
S6_dekker_et_al,chr1_36690043_36770958_THRAP3,0.186929490635423,1,-1.31,-0.09,12235,10966.07,11706.18,436.31,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,36690043,36770958,THRAP3
S2_dekker_et_al,chr1_37945830_37945890_MIR6732,0.594597957445342,1,0.67,0.27,13,8.64,7.09,20.55,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,37945830,37945890,MIR6732
S16_dekker_et_al,chr1_38259773_38267278_MANEAL,0.465842416493823,1,-0.71,-0.41,43,27.72,37.17,11.71,FALSE,0,1,9422,S16_dekker_et_al,74.06,,chr1,38259773,38267278,MANEAL
S4_dekker_et_al,chr1_39303869_39325444_RRAGC,0.428134005472558,1,0.81,0.07,2829,3257.35,3096.01,256.71,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,39303869,39325444,RRAGC
S10_dekker_et_al,chr1_39351478_39407502_RHBDL2,0.344274400873426,1,1,0.31,82,208.95,167.71,19.66,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,39351478,39407502,RHBDL2
S18_dekker_et_al,chr1_40204516_40229586_PPIE,0.437238727034987,1,-0.74,-0.07,1743,1691.04,1778.02,303.74,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,40204516,40229586,PPIE
S6_dekker_et_al,chr1_40766160_40782958_COL9A2,0.377148452759522,1,-0.84,-0.51,114,67.61,96.44,9.55,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,40766160,40782958,COL9A2
S10_dekker_et_al,chr1_40974390_40981722_EXO5,0.522013677758756,1,-0.62,-0.1,487,483.61,518.66,118.49,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,40974390,40981722,EXO5
S14_dekker_et_al,chr1_40997308_41013839_ZNF684,0.337068202904301,1,-1.01,-0.21,106,128.54,148.6,96.94,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,40997308,41013839,ZNF684
S4_dekker_et_al,chr1_41492870_41707978_SCMH1,0.866915201471537,1,-0.15,-0.02,2696,2214.06,2242.68,242.99,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,41492870,41707978,SCMH1
S18_dekker_et_al,chr1_41827105_41849262_FOXO6,0.189118259858023,1,1.11,0.96,93,76.15,38.81,2.23,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,41827105,41849262,FOXO6
S2_dekker_et_al,chr1_43124093_43142429_PPIH,0.826752334654175,1,-0.2,-0.03,1014,998.86,1017.99,211.65,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,43124093,43142429,PPIH
S12_dekker_et_al,chr1_43312243_43318148_ZNF691,0.12469218819168,1,-1.63,-0.24,138,218.48,257.41,275.31,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,43312243,43318148,ZNF691
S12_dekker_et_al,chr1_44115819_44171189_KDM4A,0.42433085603698,1,-0.78,-0.06,4176,3747.92,3892.5,517.95,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,44115819,44171189,KDM4A
S16_dekker_et_al,chr1_44462154_44497134_SLC6A9,0.368163395512398,1,0.9,0.15,3268,2845.1,2571.46,72.45,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,44462154,44497134,SLC6A9
S6_dekker_et_al,chr1_45227706_45227779_SNORD160,0.684139870734295,1,-0.33,-0.31,7,4.58,5.89,182.98,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,45227706,45227779,SNORD160
S10_dekker_et_al,chr1_45274153_45279801_BTBD19,0.944678681349439,1,0.1,0.01,697,861.25,856.83,80.62,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,45274153,45279801,BTBD19
S10_dekker_et_al,chr1_45477925_45481247_UROD,0.578174773771626,1,0.56,0.04,3069,3261.13,3172.39,445.15,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,45477925,45481247,UROD
S12_dekker_et_al,chr1_45805841_45809645_TOE1,0.178934875017621,1,-1.35,-0.2,527,459.76,527.19,129.63,FALSE,0,1,9422,S12_dekker_et_al,74.06,,chr1,45805841,45809645,TOE1
S6_dekker_et_al,chr1_45965971_45979054_MMACHC,0.426077077694515,1,0.81,0.08,4049,4223.22,3981.84,180.03,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,45965971,45979054,MMACHC
S6_dekker_et_al,chr1_48761043_48937880_SPATA6,0.32802409489703,1,-0.96,-0.14,408,371.44,409.77,149.2,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,48761043,48937880,SPATA6
S18_dekker_et_al,chr1_51525689_51525775_MIR6500,1,1,0.1,0,0,0,0.09,1000,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,51525689,51525775,MIR6500
S12_dekker_et_al,chr1_52497774_52499482_KTI12,0.611034261564953,1,-0.48,-0.05,667,692.46,719.15,286.82,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,52497774,52499482,KTI12
S8_dekker_et_al,chr1_52516589_52518355_TXNDC12-AS1,1,1,0.09,-0.17,2,1.73,2,6.04,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,52516589,52518355,TXNDC12-AS1
S8_dekker_et_al,chr1_54387233_54411981_HSPB11,0.980377151698394,1,-0.02,-0.01,717,809.87,813.38,250.34,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,54387233,54411981,HSPB11
S2_dekker_et_al,chr1_55013900_55104865_ACOT11,0.0290502829778658,1,2.07,0.53,385,547.64,379.45,33.2,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,55013900,55104865,ACOT11
S12_dekker_et_al,chr1_55107412_55208330_MROH7-TTC4,0.981454033290304,1,0.05,0,1696,1763.94,1762.45,284.53,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,55107412,55208330,MROH7-TTC4
S2_dekker_et_al,chr1_55315299_55352868_DHCR24,0.992312077307133,1,0.03,-0.03,3107,3771.92,3860.61,16.77,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,55315299,55352868,DHCR24
S10_dekker_et_al,chr1_55505220_55530526_PCSK9,0.805729562367044,1,-0.17,-0.22,295,125.28,146.18,6.64,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,55505220,55530526,PCSK9
S10_dekker_et_al,chr1_55681080_55683128_LOC100507634,0.0422807202352627,1,-2.08,-0.89,14,12.8,24.59,39.86,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,55681080,55683128,LOC100507634
S2_dekker_et_al,chr1_56960432_57045236_PLPP3,0.187381424473793,1,-1.34,-0.45,11183,20426.04,27835.57,22.43,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,56960432,57045236,PLPP3
S12_dekker_et_al,chr1_62901974_62917475_USP1,0.439898824765757,1,0.76,0.05,4720,3874.07,3739.67,522.34,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,62901974,62917475,USP1
S10_dekker_et_al,chr1_65524116_65524191_MIR101-1,1,1,-1.17,-0.4,0,0,0.15,1000,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,65524116,65524191,MIR101-1
S4_dekker_et_al,chr1_66258192_66840262_PDE4B,0.045995026992959,1,-2.15,-1.27,974,759.22,1830.64,7.69,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,66258192,66840262,PDE4B
S12_dekker_et_al,chr1_71528973_71546718_ZRANB2,0.667838206548063,1,0.44,0.03,8242,5107.2,4993.76,361.7,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,71528973,71546718,ZRANB2
S2_dekker_et_al,chr1_76251878_76260775_RABGGTB,0.116785254453627,1,1.54,0.2,5693,3868.38,3376.45,125.94,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,76251878,76260775,RABGGTB
S2_dekker_et_al,chr1_76255161_76255232_SNORD45B,0.25542687937342,1,0.96,0.3,123,48.09,38.98,35.16,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,76255161,76255232,SNORD45B
S2_dekker_et_al,chr1_78444841_78483648_DNAJB4,0.759002651255963,1,0.33,0.05,5375,3430.88,3308.85,52.77,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,78444841,78483648,DNAJB4
S6_dekker_et_al,chr1_85527980_85598821_WDR63,0.924819599196622,1,-0.04,-0.06,177,96.3,100.33,21.55,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,85527980,85598821,WDR63
S10_dekker_et_al,chr1_87794562_87814606_LMO4,0.763661706116803,1,-0.28,-0.06,6701,4867,5065.49,74.46,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,87794562,87814606,LMO4
S16_dekker_et_al,chr1_89003195_89150887_PKN2-AS1,0.136835386478812,1,-1.53,-0.31,140,135.08,167.14,87.66,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,89003195,89150887,PKN2-AS1
S16_dekker_et_al,chr1_89445138_89458643_RBMXL1,0.380325507693772,1,-0.84,-0.1,1312,917.4,984.04,194.24,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,89445138,89458643,RBMXL1
S18_dekker_et_al,chr1_90458823_90460525_GEMIN8P4,0.747470255323299,1,-0.18,-0.22,24,11.51,13.41,14.93,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,90458823,90460525,GEMIN8P4
S18_dekker_et_al,chr1_93298285_93427079_DIPK1A,0.212723292139551,1,-1.23,-0.09,29159,27261.89,28933.21,456.43,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,93298285,93427079,DIPK1A
S12_dekker_et_al,chr1_93544791_93604638_MTF2,0.855083204190026,1,0.2,0.02,1091,872.69,863.16,339.64,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,93544791,93604638,MTF2
S10_dekker_et_al,chr1_93646272_93744287_CCDC18,0.68613367958885,1,-0.38,-0.05,1114,1037.81,1076.32,158.7,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,93646272,93744287,CCDC18
S12_dekker_et_al,chr1_95009257_95009335_MIR12133,1,1,0,-0.03,1,0.49,0.08,1000,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,95009257,95009335,MIR12133
S14_dekker_et_al,chr1_95393583_95428826_LOC729970,0.749699068036861,1,-0.28,-0.08,178,130.35,138.32,55.44,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,95393583,95428826,LOC729970
S10_dekker_et_al,chr1_95558072_95663163_TLCD4,0.62808920173979,1,0.5,0.17,120,79.36,70.84,12.95,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,95558072,95663163,TLCD4
S2_dekker_et_al,chr1_100731713_100758325_RTCA,0.00171537135850971,1,3.05,0.24,3467,3440.2,2904.17,358.88,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,100731713,100758325,RTCA
S10_dekker_et_al,chr1_101003694_101007577_GPR88,0.761223455072847,1,0.48,0.17,2,1.66,1.26,0.86,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,101003694,101007577,GPR88
S16_dekker_et_al,chr1_109190909_109204148_HENMT1,0.689747835352348,1,-0.38,-0.07,369,344.15,361.78,101.06,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,109190909,109204148,HENMT1
S6_dekker_et_al,chr1_110091236_110142817_GNAI3,0.432318302517536,1,-0.76,-0.04,8405,6826.29,7009.72,1000,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,110091236,110142817,GNAI3
S6_dekker_et_al,chr1_110905472_110933704_SLC16A4,0.507024846947511,1,0.67,0.16,372,363.99,325.85,32.19,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,110905472,110933704,SLC16A4
S10_dekker_et_al,chr1_112287938_112298131_LOC101928718,0.194679275298369,1,-1.29,-0.9,109,41.91,78.49,6.68,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,112287938,112298131,LOC101928718
S18_dekker_et_al,chr1_112533157_112541464_LINC01750,0.17958847394282,1,-1.53,-0.98,10,43.69,89.82,8.93,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,112533157,112541464,LINC01750
S18_dekker_et_al,chr1_115590631_115632124_TSPAN2,0.466009732796328,1,-0.69,-0.48,273,335.81,467.52,7.66,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,115590631,115632124,TSPAN2
S12_dekker_et_al,chr1_116461996_116468529_LINC01649,0.738429329084089,1,-0.32,-0.58,4,2.43,3.82,3.84,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,116461996,116468529,LINC01649
S4_dekker_et_al,chr1_117602947_117650075_TTF2,0.167803540101961,1,1.33,0.13,1571,1228.03,1118.69,240.03,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,117602947,117650075,TTF2
S14_dekker_et_al,chr1_120904658_120916108_H3P4,0.355263850288464,1,-0.91,-0.26,354,320.31,382.97,35.14,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,120904658,120916108,H3P4
S8_dekker_et_al,chr1_120905992_120916108_H2BP1,0.374571205858522,1,-0.87,-0.25,313,276.91,329.12,35.29,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,120905992,120916108,H2BP1
S18_dekker_et_al,chr1_145209112_145286270_NOTCH2NLA,0.932167147032797,1,-0.05,-0.04,1863,1388.32,1428.79,28.19,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,145209112,145286270,NOTCH2NLA
S2_dekker_et_al,chr1_145382756_145382920_RNVU1-6,1,1,-0.35,-0.42,0,0,0.8,5.45,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,145382756,145382920,RNVU1-6
S6_dekker_et_al,chr1_145456235_145470408_POLR3GL,0.138889033740533,1,1.46,0.16,913,964.39,862.14,205.72,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,145456235,145470408,POLR3GL
S16_dekker_et_al,chr1_145507556_145513536_RBM8A,0.487626198218422,1,-0.67,-0.05,3957,3757.05,3894.05,435.53,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,145507556,145513536,RBM8A
S12_dekker_et_al,chr1_145590665_145610913_POLR3C,0.379842657914234,1,0.89,0.07,2111,2397.02,2276.74,323.03,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,145590665,145610913,POLR3C
S18_dekker_et_al,chr1_147013270_147098017_BCL9,0.654512778110761,1,0.44,0.04,1845,812.22,787,215.98,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,147013270,147098017,BCL9
S18_dekker_et_al,chr1_147511003_147511167_RNVU1-7,0.431967923054213,1,1.25,0.68,1,1.47,0.58,3.79,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,147511003,147511167,RNVU1-7
S18_dekker_et_al,chr1_147680369_147719342_LOC101927468,0.843854058011404,1,0.25,0.05,185,113.11,109.49,8.32,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,147680369,147719342,LOC101927468
S16_dekker_et_al,chr1_147753470_147753542_TRH-GTG1-3,1,1,0.12,-0.02,1,0.54,0.26,3.6,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,147753470,147753542,TRH-GTG1-3
S8_dekker_et_al,chr1_147834501_147834665_RNVU1-1,0.90885518273825,1,-0.26,-0.48,3,1.33,1.98,2.69,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,147834501,147834665,RNVU1-1
S4_dekker_et_al,chr1_149341468_149399226_H2BP2,0.69459147273911,1,-0.33,-0.24,570,369.37,437.57,9.49,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,149341468,149399226,H2BP2
S2_dekker_et_al,chr1_150039438_150117507_VPS45,0.406660042728918,1,-0.82,-0.07,2613,2151.49,2255.64,375.33,FALSE,0,1,9422,S2_dekker_et_al,74.06,,chr1,150039438,150117507,VPS45
S6_dekker_et_al,chr1_150230168_150237478_CA14,0.42150200573738,1,0.77,0.31,40,19.23,15.42,16.51,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,150230168,150237478,CA14
S4_dekker_et_al,chr1_151023446_151032125_CDC42SE1,0.842022789327364,1,0.22,0.02,5812,5011.5,4955.19,277.65,FALSE,0,1,9422,S4_dekker_et_al,74.06,,chr1,151023446,151032125,CDC42SE1
S2_dekker_et_al,chr1_151132223_151138378_LYSMD1,0.479528435442253,1,0.73,0.1,305,345.35,321.4,131.69,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,151132223,151138378,LYSMD1
S6_dekker_et_al,chr1_151142462_151148457_TMOD4,0.883143554692536,1,-0.19,-0.17,12,18.39,21.03,19.3,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,151142462,151148457,TMOD4
S14_dekker_et_al,chr1_151810752_151824011_C2CD4D-AS1,0.382776980452096,1,0.89,0.39,41,57.8,43.79,9.73,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,151810752,151824011,C2CD4D-AS1
S4_dekker_et_al,chr1_153190059_153191786_PRR9,1,1,0.11,-0.07,0,0,0.35,0.77,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,153190059,153191786,PRR9
S14_dekker_et_al,chr1_153330329_153333499_S100A9,1,1,0.25,0,0,0,0.41,0.34,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,153330329,153333499,S100A9
S16_dekker_et_al,chr1_153516096_153518282_S100A4,0.181810453387021,1,-1.37,-0.67,639,3580.72,5714.16,11.15,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,153516096,153518282,S100A4
S14_dekker_et_al,chr1_153651163_153666468_NPR1,0.324133305293426,1,-0.92,-0.99,18,12.54,25.28,4.08,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,153651163,153666468,NPR1
S10_dekker_et_al,chr1_153963230_153964631_RPS27,0.884113932117299,1,-0.12,-0.03,3268,5998.99,6136.35,68.8,FALSE,0,0,9422,S10_dekker_et_al,74.06,,chr1,153963230,153964631,RPS27
S2_dekker_et_al,chr1_154377668_154441926_IL6R,0.538492834626455,1,-0.63,-0.21,139,310.76,359.45,28.36,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,154377668,154441926,IL6R
S14_dekker_et_al,chr1_155107850_155111334_SLC50A1,0.43712138779247,1,-0.76,-0.09,922,762.32,812.71,196.33,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,155107850,155111334,SLC50A1
S18_dekker_et_al,chr1_155278538_155290457_FDPS,0.0910777518079819,1,-1.69,-0.17,3592,3845.15,4312.03,246.52,FALSE,0,0,9422,S18_dekker_et_al,74.06,,chr1,155278538,155290457,FDPS
S14_dekker_et_al,chr1_155286644_155293967_RUSC1-AS1,0.0420501827026539,1,-2.04,-0.19,3125,2926.34,3334.3,280.42,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,155286644,155293967,RUSC1-AS1
S4_dekker_et_al,chr1_155290684_155300909_RUSC1,0.175176712712041,1,-1.34,-0.13,2444,2274.59,2494.28,252.5,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,155290684,155300909,RUSC1
S2_dekker_et_al,chr1_155316140_155316236_MIR555,0.192628039860972,1,1.2,0.24,112,95.33,80.64,143.88,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,155316140,155316236,MIR555
S14_dekker_et_al,chr1_155531832_155533735_ASH1L-AS1,0.794346459890344,1,0.33,0.06,83,78.54,74.93,53.89,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,155531832,155533735,ASH1L-AS1
S16_dekker_et_al,chr1_155829357_155854990_SYT11,0.767265007773817,1,0.32,0.04,4141,2551.56,2474.47,73.23,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,155829357,155854990,SYT11
S4_dekker_et_al,chr1_155867598_155881140_RIT1,0.130766100768241,1,1.47,0.14,2334,1940.79,1754.89,238.31,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,155867598,155881140,RIT1
S2_dekker_et_al,chr1_155882835_155904204_KHDC4,0.481137184379206,1,0.7,0.07,2506,2252.18,2152.07,250.27,FALSE,0,0,9422,S2_dekker_et_al,74.06,,chr1,155882835,155904204,KHDC4
S12_dekker_et_al,chr1_156698260_156706752_RRNAD1,0.195936425389266,1,-1.29,-0.14,585,624.2,688.3,275.89,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,156698260,156706752,RRNAD1
S14_dekker_et_al,chr1_156890423_156902886_LRRC71,0.0538724250296445,1,-2.1,-1.58,34,11.65,35.5,5.39,FALSE,0,0,9422,S14_dekker_et_al,74.06,,chr1,156890423,156902886,LRRC71
S16_dekker_et_al,chr1_157061834_157069600_ETV3L,0.569821578200361,1,-0.54,-0.25,20,22.74,27.24,55.17,FALSE,0,0,9422,S16_dekker_et_al,74.06,,chr1,157061834,157069600,ETV3L
S12_dekker_et_al,chr1_157090982_157108383_ETV3,0.349838792010407,1,-0.92,-0.09,1938,1772.87,1880.69,304.31,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,157090982,157108383,ETV3
S12_dekker_et_al,chr1_159141404_159173103_CADM3,0.818348753719875,1,0.35,-0.35,8,9.14,12.05,0.56,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,159141404,159173103,CADM3
S12_dekker_et_al,chr1_160231538_160232568_LOC100287049,0.225147561615867,1,-1.22,-0.14,315,354.97,391.41,344.38,FALSE,0,0,9422,S12_dekker_et_al,74.06,,chr1,160231538,160232568,LOC100287049
S8_dekker_et_al,chr1_161009040_161015767_USF1,0.829324764897705,1,0.23,0.02,1387,1442.27,1423.36,284.58,FALSE,0,0,9422,S8_dekker_et_al,74.06,,chr1,161009040,161015767,USF1
S6_dekker_et_al,chr1_161070350_161087827_PFDN2,0.463741985555708,1,0.75,0.07,1843,1988.63,1893.02,244.54,FALSE,0,0,9422,S6_dekker_et_al,74.06,,chr1,161070350,161087827,PFDN2
S4_dekker_et_al,chr1_161129289_161135513_USP21,0.0209159713968801,1,2.22,0.2,1048,1068.46,932.07,377.37,FALSE,0,0,9422,S4_dekker_et_al,74.06,,chr1,161129289,161135513,USP21
